arrival_time,start_time,finish_time,wait_time,queue_length
05-10-2023 07.59,05-10-2023 08.31,2023-10-05 08:34:16,32.01,32.0
01-05-2023 18.12,01-05-2023 18.26,2023-05-01 18:38:02,13.38,25.0
2024/02/13 11:22:00,13-02-2024 11.38,2024-02-13 11:55:35,16.96,31.0
17-11-2023 23.33,17-11-2023 23.52,2023-11-18 00:06:37,18.72,39.0
28-09-2023 22.45,28-09-2023 23.03,2023-09-28 23:07:24,18.28,18.0
05-04-2023 15.15,05-04-2023 15.42,2023-04-05 15:54:01,27.78,36.0
01-06-2023 03.00,01-06-2023 03.28,2023-06-01 03:35:25,27.82,47.0
03-10-2023 19.54,03-10-2023 20.17,2023-10-03 20:27:15,22.76,127.0
08-05-2023 21.28,08-05-2023 21.52,2023-05-08 22:02:28,23.39,33.0
23-05-2023 12.41,23-05-2023 13.02,2023-05-23 13:15:55,20.97,31.0
17-01-2024 13.45,17-01-2024 14.03,2024-01-17 14:16:50,18.01,27.0
02-06-2023 07.08,02-06-2023 07.29,02-06-2023 07:36:50.292950,125.61,23.0
11-03-2024 20.26,11-03-2024 20.50,2024-03-11 20:58:02,24.15,47.0
30-07-2023 18.01,30-07-2023 18.22,2023-07-30 18:33:36,20.83,38.0
30-03-2023 1.58,30-03-2023 1.58,2023-03-30 02:07:43.000000000,9.1,27.0
06-06-2023 03.35,06-06-2023 03.58,2023-06-06 04:07:38,22.99,40.0
09-11-2023 06.11,09-11-2023 06.41,2023-11-09 06:56:56,30.53,49.0
13-07-2023 15.34,13-07-2023 15.48,2023-07-13 15:54:48,13.91,37.0
01-03-2024 00.17,01-03-2024 00.30,2024-03-01 00:37:41,12.19,40.0
27-06-2023 19.42,27-06-2023 20.00,27-06-2023 20:02:49.658849,18.22,37.0
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:09:03.400000000,11.29,25.0
28-04-2023 00.38,28-04-2023 01.06,2023-04-28 01:12:43,28.69,53.0
15-05-2023 22.36,15-05-2023 23.00,2023-05-15 23:08:17,24.75,42.0
09-05-2023 19.55,2023-05-09 20:16,2023-05-09 20:30:41,20.56,30.0
16-09-2023 16.41,16-09-2023 17.10,2023-09-16 17:28:47,28.91,60.0
19-08-2023 07.35,19-08-2023 07.52,2023-08-19 08:06:07,17.06,17.0
31-08-2023 07.53,31-08-2023 08.08,2023-08-31 08:29:43,14.68,24.0
17-02-2024 03.17,17-02-2024 03.44,2024-02-17 03:46:12,26.29,32.0
13-04-2023 22.51,13-04-2023 23.22,2023-04-13 23:38:36,31.23,62.0
14-07-2023 13.09,14-07-2023 13.33,2023-07-14 13:44:23,24.03,36.0
15-02-2024 08.21,15-02-2024 08.46,2024-02-15 08:52:22,24.58,24.0
18-02-2024 20.16,2024-02-18 20:36,2024-02-18 20:52:08,20.56,21.0
05-10-2023 23.22,2023-10-05 23:35,2023-10-05 23:49:27,13.46,29.0
29-05-2023 09.50,29-05-2023 10.11,2023-05-29 10:25:12,21.25,31.0
18-01-2024 06.23,18-01-2024 06.56,2024-01-18 07:09:44,32.91,53.0
08-04-2023 01.56,08-04-2023 02.08,2023-04-08 02:24:27,11.93,22.0
30-03-2023 19.51,30-03-2023 19.57,2023-03-30 20:13:29.200000000,16.32,12.0
30-03-2023 5.34,30-03-2023 5.37,2023-03-30 05:46:46.800000000,9.48,50.0
16-11-2023 09.47,16-11-2023 10.05,2023-11-16 10:22:15,18.57,26.0
30-03-2023 12.33,30-03-2023 12.37,2023-03-30 12:43:26.800000000,6.33,40.0
06-08-2023 11.33,06-08-2023 11.47,2023-08-06 11:49:10,13.55,234.0
2023/05/08 15:17:24,08-05-2023 16.00,2023-05-08 16:12:03,43.07,60.0
23-08-2023 23.03,23-08-2023 23.23,2023-08-23 23:45:14,20.26,14.0
25-09-2023 07.59,2023-09-25 08:22,2023-09-25 08:30:58,23.0,22.0
08-03-2024 00.32,08-03-2024 00.57,2024-03-08 01:06:14,25.1,38.0
03-01-2024 12.02,03-01-2024 12.25,2024-01-03 12:30:00,22.95,45.0
06-06-2023 21.17,06-06-2023 21.35,2023-06-06 21:47:51,18.0,38.0
30-03-2023 16.45,30-03-2023 16.48,2023-03-30 16:57:35.600000000,9.46,27.0
17-08-2023 16.23,17-08-2023 16.43,2023-08-17 16:53:04,91.99,41.0
06-07-2023 20.00,06-07-2023 20.24,2023-07-06 20:35:00,23.23,48.0
23-12-2023 05.49,23-12-2023 06.07,2023-12-23 06:22:15,18.04,22.0
2023/07/11 07:04:02,11-07-2023 07.23,2023-07-11 07:28:36,19.8,35.0
17-02-2024 00.57,17-02-2024 01.13,2024-02-17 01:20:29,15.58,24.0
21-07-2023 00.00,21-07-2023 00.18,2023-07-21 00:23:32,17.54,19.0
08-04-2023 04.57,08-04-2023 05.20,2023-04-08 05:28:35,22.84,25.0
30-03-2023 12.33,30-03-2023 12.36,2023-03-30 12:46:46.600000000,10.66,40.0
11-11-2023 04.51,11-11-2023 05.14,2023-11-11 05:27:11,22.63,32.0
28-07-2023 16.13,28-07-2023 16.32,2023-07-28 16:38:49,18.83,31.0
08-01-2024 06.01,08-01-2024 06.21,2024-01-08 06:28:52,19.83,27.0
03-08-2023 11.26,03-08-2023 11.49,2023-08-03 12:00:59,23.21,32.0
18-07-2023 03.37,18-07-2023 04.01,2023-07-18 04:11:33,23.67,21.0
04-05-2023 02.47,04-05-2023 03.15,2023-05-04 03:34:13,27.63,24.0
23-01-2024 06.21,23-01-2024 06.51,2024-01-23 07:03:36,30.3,25.0
17-10-2023 13.06,17-10-2023 13.19,2023-10-17 13:27:37,13.2,17.0
07-11-2023 05.19,07-11-2023 05.43,2023-11-07 05:45:42,24.33,29.0
28-02-2024 05.43,28-02-2024 06.03,2024-02-28 06:17:06,20.46,29.0
11-06-2023 16.31,11-06-2023 16.54,2023-06-11 17:04:37,23.45,40.0
30-05-2023 23.36,30-05-2023 23.55,2023-05-31 00:15:42,18.29,36.0
2024/01/03 03:26:06,03-01-2024 03.38,2024-01-03 03:55:52,12.75,26.0
03-08-2023 07.41,03-08-2023 07.50,2023-08-03 07:54:33,8.93,0.0
27-06-2023 08.18,27-06-2023 08.48,2023-06-27 08:55:42,30.03,37.0
30-03-2023 12.33,30-03-2023 12.34,2023-03-30 12:49:01.000000000,14.9,40.0
26-08-2023 08.13,26-08-2023 08.35,2023-08-26 08:46:36,21.88,28.0
2024/03/07 16:02:49,07-03-2024 16.30,2024-03-07 16:44:10,27.24,13.0
02-01-2024 20.08,02-01-2024 20.28,2024-01-02 20:38:09,20.06,29.0
12-12-2023 17.35,12-12-2023 17.58,2023-12-12 18:12:01,23.42,29.0
05-05-2023 22.37,05-05-2023 22.56,2023-05-05 23:06:49,18.87,10.0
24-07-2023 23.40,24-07-2023 23.57,2023-07-25 00:05:01,16.93,19.0
15-07-2023 07.15,15-07-2023 07.26,2023-07-15 07:36:29,10.71,19.0
25-01-2024 00.13,25-01-2024 00.37,2024-01-25 00:50:15,24.3,141.0
29-06-2023 04.38,29-06-2023 04.55,2023-06-29 05:04:38,16.76,37.0
09-04-2023 21.31,09-04-2023 21.56,2023-04-09 22:01:26,25.72,32.0
16-09-2023 11.27,16-09-2023 11.48,2023-09-16 12:00:19,21.39,31.0
2024/02/05 10:23:53,05-02-2024 10.50,2024-02-05 10:59:25,26.92,40.0
03-02-2024 16.04,2024-02-03 16:28,2024-02-03 16:39:24,23.8,37.0
30-03-2023 0.10,30-03-2023 0.12,2023-03-30 00:31:58.600000000,19.91,28.0
24-09-2023 19.01,24-09-2023 19.26,2023-09-24 19:44:34,25.35,47.0
19-08-2023 09.06,19-08-2023 09.27,2023-08-19 09:42:27,,33.0
30-03-2023 20.49,30-03-2023 20.59,2023-03-30 21:12:42.800000000,12.78,22.0
15-03-2024 20.55,15-03-2024 21.26,2024-03-15 21:37:56,30.73,50.0
02-05-2023 00.08,02-05-2023 00.42,2023-05-02 00:51:07,33.85,47.0
21-05-2023 18.11,21-05-2023 18.40,2023-05-21 18:47:29,28.39,36.0
18-06-2023 22.35,18-06-2023 23.00,2023-06-18 23:16:37,25.49,39.0
2024/02/07 03:17:20,07-02-2024 03.45,2024-02-07 03:53:30,27.67,48.0
11-04-2023 00.41,11-04-2023 00.58,2023-04-11 01:06:45,,20.0
26-01-2024 15.31,26-01-2024 16.07,2024-01-26 16:22:57,35.86,58.0
09-11-2023 23.01,09-11-2023 23.38,09-11-2023 23:51:11.931781,36.56,53.0
27-08-2023 11.33,27-08-2023 11.55,27-08-2023 12:03:17.766143,22.19,27.0
18-08-2023 13.39,18-08-2023 14.03,2023-08-18 14:13:16,23.82,36.0
10-04-2023 10.12,10-04-2023 10.21,2023-04-10 10:30:09,8.74,
12-01-2024 15.01,12-01-2024 15.23,2024-01-12 15:39:25,21.95,27.0
20-03-2024 16.22,20-03-2024 16.47,2024-03-20 16:52:37,25.34,44.0
03-07-2023 00.49,03-07-2023 01.17,2023-07-03 01:29:31,28.22,56.0
27-04-2023 06.30,27-04-2023 06.58,2023-04-27 07:01:35,27.77,34.0
23-05-2023 11.01,23-05-2023 11.36,2023-05-23 11:43:22,34.8,43.0
30-03-2023 13.55,30-03-2023 14.05,2023-03-30 14:10:41.799999999,4.93,25.0
30-03-2023 17.04,30-03-2023 17.29,2023-03-30 17:38:27,25.74,52.0
25-06-2023 01.53,25-06-2023 02.20,2023-06-25 02:33:19,27.33,27.0
02-12-2023 14.10,02-12-2023 14.41,2023-12-02 14:47:37,30.98,54.0
16-04-2023 08.02,16-04-2023 08.21,2023-04-16 08:30:30,19.21,34.0
01-08-2023 14.38,01-08-2023 15.06,2023-08-01 15:16:40,28.06,48.0
01-03-2024 14.50,01-03-2024 15.09,2024-03-01 15:17:39,19.3,23.0
07-05-2023 07.47,07-05-2023 08.04,2023-05-07 08:12:25,16.89,12.0
18-10-2023 07.42,18-10-2023 08.09,2023-10-18 08:20:04,27.3,22.0
06-01-2024 09.57,06-01-2024 10.13,2024-01-06 10:25:07,16.33,19.0
30-03-2023 3.02,30-03-2023 3.09,2023-03-30 03:30:25.200000000,21.17,45.0
25-09-2023 01.53,25-09-2023 02.12,2023-09-25 02:24:55,18.97,25.0
04-09-2023 01.13,04-09-2023 01.42,2023-09-04 01:55:24,28.57,29.0
02-11-2023 00.34,02-11-2023 00.43,2023-11-02 01:05:00,8.69,0.0
02-06-2023 11.46,02-06-2023 12.01,02-06-2023 12:05:34.647450,14.97,27.0
02-05-2023 11.38,02-05-2023 11.57,2023-05-02 12:15:40,19.14,25.0
30-03-2023 5.34,30-03-2023 5.39,2023-03-30 05:43:20.400000000,4.04,50.0
15-05-2023 00.09,15-05-2023 00.30,2023-05-15 00:39:49,20.83,27.0
16-04-2023 06.04,16-04-2023 06.31,2023-04-16 06:38:24,26.94,55.0
2023/09/15 08:07:33,15-09-2023 08.42,2023-09-15 08:46:34,34.58,38.0
11-06-2023 21.13,11-06-2023 21.44,2023-06-11 21:56:14,30.55,47.0
01-04-2023 17.43,01-04-2023 18.10,2023-04-01 18:21:52,27.33,39.0
2023/12/13 11:02:45,13-12-2023 11.28,2023-12-13 11:42:40,25.81,34.0
30-03-2023 12.33,30-03-2023 12.42,2023-03-30 12:47:44.200000000,5.62,40.0
30-07-2023 16.39,30-07-2023 16.57,2023-07-30 17:07:24,17.82,46.0
06-09-2023 12.53,06-09-2023 13.12,06-09-2023 13:23:13.883689,19.22,34.0
02-08-2023 01.21,02-08-2023 01.45,2023-08-02 01:47:09,23.35,32.0
03-03-2024 14.20,03-03-2024 14.42,2024-03-03 14:50:33,22.26,19.0
17-01-2024 11.13,17-01-2024 11.32,2024-01-17 11:40:32,19.67,30.0
07-09-2023 09.23,07-09-2023 09.53,2023-09-07 10:07:44,29.93,46.0
02-12-2023 05.12,02-12-2023 05.28,2023-12-02 05:33:23,16.14,5.0
02-08-2023 11.59,02-08-2023 12.19,2023-08-02 12:32:30,19.46,25.0
09-11-2023 08.07,09-11-2023 08.27,2023-11-09 08:33:43,20.26,38.0
06-09-2023 06.06,06-09-2023 06.38,2023-09-06 06:48:27,31.62,51.0
10-08-2023 08.52,10-08-2023 09.08,2023-08-10 09:19:27,15.88,23.0
21-08-2023 16.56,21-08-2023 17.16,2023-08-21 17:27:12,19.25,22.0
30-03-2023 10.31,30-03-2023 10.35,2023-03-30 10:41:16.400000000,5.89,32.0
30-03-2023 20.49,30-03-2023 20.54,2023-03-30 21:07:36.800000000,12.68,22.0
14-01-2024 08.58,14-01-2024 09.27,2024-01-14 09:46:55,29.92,48.0
25-08-2023 21.44,25-08-2023 22.02,2023-08-25 22:07:51,18.61,29.0
29-05-2023 00.07,29-05-2023 00.22,2023-05-29 00:33:51,14.74,33.0
10-01-2024 10.13,10-01-2024 10.43,2024-01-10 10:45:19,30.33,31.0
22-05-2023 10.56,22-05-2023 11.19,2023-05-22 11:33:23,22.59,29.0
03-03-2024 17.11,03-03-2024 17.28,2024-03-03 17:48:27,16.39,35.0
08-08-2023 15.31,08-08-2023 15.42,2023-08-08 15:56:53,10.99,4.0
16-03-2024 01.21,16-03-2024 01.35,2024-03-16 01:47:01,14.67,39.0
30-03-2023 10.31,30-03-2023 10.40,2023-03-30 10:50:53.000000000,10.5,32.0
24-04-2023 05.49,24-04-2023 06.11,2023-04-24 06:28:37,21.9,53.0
28-07-2023 17.24,28-07-2023 17.46,2023-07-28 17:53:07,21.72,34.0
07-05-2023 20.24,07-05-2023 20.53,2023-05-07 20:57:43,29.55,46.0
01-01-2024 09.38,01-01-2024 09.57,2024-01-01 10:13:37,19.67,45.0
03-12-2023 00.09,03-12-2023 00.37,2023-12-03 00:43:51,27.92,36.0
02-08-2023 11.04,02-08-2023 11.26,2023-08-02 11:35:20,22.81,50.0
10-03-2024 08.18,10-03-2024 08.46,2024-03-10 08:52:26,28.47,48.0
10-05-2023 19.27,10-05-2023 19.46,2023-05-10 19:49:46,19.73,19.0
12-11-2023 21.34,12-11-2023 21.55,2023-11-12 22:03:41,,27.0
30-04-2023 09.22,2023-04-30 09:46,2023-04-30 09:50:16,24.06,42.0
30-10-2023 17.23,30-10-2023 17.51,2023-10-30 18:08:46,27.53,19.0
2023/10/19 02:59:05,19-10-2023 03.27,2023-10-19 03:44:34,28.53,28.0
28-07-2023 04.30,28-07-2023 04.54,2023-07-28 04:59:23,23.87,37.0
10-09-2023 02.56,10-09-2023 03.27,2023-09-10 03:39:27,30.17,59.0
26-08-2023 15.36,26-08-2023 16.00,2023-08-26 16:13:07,23.33,30.0
17-06-2023 01.46,17-06-2023 02.07,2023-06-17 02:12:10,20.32,9.0
30-06-2023 23.35,30-06-2023 23.36,2023-06-30 23:39:35,1.0,5.0
05-01-2024 08.08,05-01-2024 08.40,2024-01-05 09:06:54,31.67,41.0
11-10-2023 06.15,11-10-2023 05.52,2023-10-11 06:21:53,23.32,34.0
03-09-2023 10.35,03-09-2023 10.51,2023-09-03 11:03:54,16.21,28.0
22-04-2023 02.55,2023-04-22 03:16,2023-04-22 03:36:59,21.04,36.0
20-06-2023 22.46,2023-06-20 22:51,2023-06-20 22:55:30,5.12,11.0
29-01-2024 15.38,29-01-2024 15.56,2024-01-29 16:00:16,17.45,28.0
28-12-2023 07.50,28-12-2023 08.13,2023-12-28 08:28:53,22.81,46.0
05-10-2023 17.12,05-10-2023 17.33,2023-10-05 17:44:11,21.38,33.0
02-09-2023 15.04,2023-09-02 15:26,2023-09-02 15:33:38,22.49,48.0
14-03-2024 04.19,14-03-2024 04.49,2024-03-14 04:59:28,29.67,55.0
18-05-2023 02.50,18-05-2023 03.16,2023-05-18 03:33:09,25.84,27.0
24-07-2023 22.50,2023-07-24 23:14,2023-07-24 23:24:50,23.24,36.0
07-04-2023 11.38,07-04-2023 11.53,2023-04-07 12:09:03,15.33,31.0
26-05-2023 12.04,26-05-2023 12.21,2023-05-26 12:32:59,17.09,20.0
30-03-2023 10.31,30-03-2023 10.35,2023-03-30 10:44:29.599999999,9.11,32.0
05-09-2023 09.48,05-09-2023 10.10,2023-09-05 10:19:46,21.72,35.0
18-11-2023 01.08,18-11-2023 01.24,2023-11-18 01:35:03,15.91,11.0
30-03-2023 12.33,30-03-2023 12.40,2023-03-30 12:49:16.000000000,9.15,40.0
30-03-2023 18.31,30-03-2023 18.32,2023-03-30 18:38:27.000000000,6.05,30.0
16-05-2023 20.40,16-05-2023 21.07,2023-05-16 21:09:03,,22.0
22-02-2024 02.32,22-02-2024 03.01,2024-02-22 03:06:14,28.81,68.0
22-03-2024 05.07,22-03-2024 05.30,2024-03-22 05:46:47,23.61,19.0
30-05-2023 13.29,30-05-2023 13.49,2023-05-30 13:58:56,19.28,200.0
28-07-2023 11.10,28-07-2023 11.29,2023-07-28 11:39:49,18.25,37.0
11-08-2023 18.59,11-08-2023 19.10,2023-08-11 19:20:03,10.75,16.0
28-02-2024 11.22,28-02-2024 11.49,2024-02-28 12:02:27,92.16,30.0
28-09-2023 05.51,28-09-2023 06.28,28-09-2023 06:42:51.017966,36.31,46.0
30-09-2023 03.48,30-09-2023 04.08,2023-09-30 04:21:24,19.71,45.0
05-09-2023 12.11,05-09-2023 12.39,2023-09-05 12:54:11,27.86,31.0
13-11-2023 11.50,13-11-2023 12.14,2023-11-13 12:28:41,24.4,32.0
2023/09/05 16:59:06,05-09-2023 17.24,2023-09-05 17:35:06,25.29,54.0
30-03-2023 21.09,30-03-2023 21.12,2023-03-30 21:34:46.800000000,21.93,44.0
11-07-2023 23.04,11-07-2023 23.25,2023-07-11 23:34:07,20.63,29.0
02-05-2023 16.20,02-05-2023 16.35,2023-05-02 16:40:54,15.16,27.0
30-03-2023 15.45,30-03-2023 15.51,2023-03-30 16:10:25.600000000,67.05,25.0
14-09-2023 06.21,14-09-2023 06.45,2023-09-14 06:55:03,24.13,22.0
21-09-2023 22.45,21-09-2023 23.06,2023-09-21 23:20:58,20.69,34.0
2023/12/01 01:40:14,01-12-2023 02.02,2023-12-01 02:18:05,22.18,33.0
19-03-2024 16.47,19-03-2024 17.16,2024-03-19 17:30:51,29.14,36.0
30-05-2023 22.51,30-05-2023 23.26,2023-05-30 23:35:20,34.27,56.0
30-03-2023 15.45,30-03-2023 15.55,2023-03-30 16:03:16.600000000,7.46,25.0
06-08-2023 15.52,06-08-2023 16.04,2023-08-06 16:06:22,11.89,18.0
25-09-2023 12.26,2023-09-25 12:43,2023-09-25 12:47:35,17.0,25.0
29-04-2023 23.31,29-04-2023 23.53,2023-04-30 00:11:59,22.32,44.0
,21-12-2023 08.38,2023-12-21 08:42:18,25.77,24.0
25-03-2024 16.12,25-03-2024 16.35,2024-03-25 16:47:29,23.4,47.0
26-11-2023 05.22,26-11-2023 05.41,2023-11-26 05:58:36,,32.0
19-10-2023 07.30,19-10-2023 07.50,2023-10-19 07:57:40,20.36,25.0
20-07-2023 16.48,20-07-2023 17.19,2023-07-20 17:29:53,31.13,37.0
16-06-2023 15.54,16-06-2023 16.09,2023-06-16 16:25:13,15.12,31.0
30-03-2023 21.09,30-03-2023 21.19,2023-03-30 21:30:55.200000000,11.07,
13-08-2023 23.36,14-08-2023 00.21,2023-08-14 00:32:41,45.21,56.0
15-07-2023 04.02,15-07-2023 04.29,2023-07-15 04:39:30,26.29,43.0
19-09-2023 20.10,19-09-2023 20.34,2023-09-19 20:52:38,23.75,145.0
30-03-2023 6.51,30-03-2023 6.52,2023-03-30 07:02:08.800000000,9.48,24.0
2023/10/29 18:03:20,29-10-2023 18.34,2023-10-29 18:50:02,30.67,38.0
22-11-2023 17.51,22-11-2023 18.28,2023-11-22 18:31:12,37.24,57.0
17-08-2023 20.50,17-08-2023 21.09,2023-08-17 21:30:37,19.32,26.0
31-08-2023 07.19,31-08-2023 07.41,2023-08-31 07:54:57,22.74,20.0
04-11-2023 15.42,04-11-2023 16.05,2023-11-04 16:19:46,22.61,30.0
11-09-2023 03.37,11-09-2023 04.01,2023-09-11 04:16:51,24.08,227.0
06-11-2023 23.22,06-11-2023 23.44,2023-11-07 00:02:36,22.25,42.0
22-02-2024 10.32,22-02-2024 11.04,2024-02-22 11:11:16,32.12,36.0
31-05-2023 10.09,31-05-2023 10.31,2023-05-31 10:39:20,21.67,28.0
13-07-2023 05.55,13-07-2023 06.13,2023-07-13 06:17:41,18.47,15.0
04-05-2023 01.57,04-05-2023 02.26,04-05-2023 02:36:43.725420,28.86,28.0
21-12-2023 09.20,21-12-2023 09.45,2023-12-21 09:50:08,24.51,20.0
11-09-2023 19.59,11-09-2023 20.21,2023-09-11 20:31:23,21.93,35.0
20-10-2023 13.02,2023-10-20 13:26,2023-10-20 13:28:23,23.58,21.0
2024/01/29 22:14:34,29-01-2024 22.49,2024-01-29 23:05:33,142.95,52.0
30-03-2023 16.45,30-03-2023 16.55,2023-03-30 16:59:29.600000000,4.36,27.0
10-06-2023 11.45,10-06-2023 12.04,2023-06-10 12:14:00,18.43,26.0
03-09-2023 10.52,03-09-2023 11.11,2023-09-03 11:19:41,19.14,25.0
14-10-2023 09.11,14-10-2023 09.21,2023-10-14 09:26:58,9.85,13.0
30-03-2023 5.34,30-03-2023 5.34,2023-03-30 05:47:49.800000000,13.53,50.0
19-05-2023 02.08,19-05-2023 02.33,2023-05-19 02:44:53,25.04,23.0
21-04-2023 14.17,21-04-2023 14.37,2023-04-21 14:48:59,20.26,43.0
16-01-2024 07.54,16-01-2024 08.09,2024-01-16 08:19:16,15.04,42.0
30-03-2023 13.55,30-03-2023 13.58,2023-03-30 14:10:35.800000000,11.83,25.0
18-05-2023 22.43,18-05-2023 22.58,2023-05-18 23:11:17,15.51,11.0
28-06-2023 04.28,28-06-2023 04.48,2023-06-28 04:58:40,20.02,
17-02-2024 19.40,17-02-2024 20.18,2024-02-17 20:35:01,37.09,61.0
30-03-2023 18.31,30-03-2023 18.34,2023-03-30 18:48:10.199999999,13.77,30.0
27-11-2023 02.48,27-11-2023 03.13,2023-11-27 03:25:12,25.09,25.0
2023/05/24 22:56:14,24-05-2023 23.13,24-05-2023 23:19:32.966335,17.03,14.0
11-08-2023 07.00,11-08-2023 07.25,2023-08-11 07:34:11,24.79,31.0
09-02-2024 09.42,09-02-2024 10.05,2024-02-09 10:15:38,23.31,47.0
30-03-2023 12.33,30-03-2023 12.43,2023-03-30 12:48:21.400000000,,40.0
30-03-2023 22.00,30-03-2023 22.06,2023-03-30 22:23:00.400000000,16.84,12.0
03-01-2024 03.55,03-01-2024 04.20,2024-01-03 04:40:05,25.64,42.0
2023/06/13 10:14:38,13-06-2023 10.28,2023-06-13 10:45:24,14.19,0.0
,30-03-2023 12.39,2023-03-30 12:46:11.800000000,7.08,40.0
06-10-2023 13.58,06-10-2023 14.17,2023-10-06 14:22:11,18.98,26.0
31-10-2023 16.35,31-10-2023 16.55,2023-10-31 16:57:27,20.12,15.0
23-10-2023 15.09,23-10-2023 15.10,2023-10-23 15:22:04,1.94,7.0
19-05-2023 23.16,19-05-2023 23.32,2023-05-19 23:44:04,16.76,22.0
17-07-2023 11.30,17-07-2023 11.53,2023-07-17 12:08:18,23.27,42.0
03-07-2023 19.19,03-07-2023 19.35,2023-07-03 19:49:30,15.84,24.0
2023/06/21 23:52:13,22-06-2023 00.15,2023-06-22 00:26:25,23.68,42.0
13-01-2024 01.51,13-01-2024 02.17,2024-01-13 02:27:02,25.93,52.0
09-12-2023 12.17,09-12-2023 12.35,2023-12-09 12:46:10,18.82,18.0
03-09-2023 09.02,2023-09-03 09:11,2023-09-03 09:27:18,8.45,12.0
24-04-2023 14.22,24-04-2023 14.35,2023-04-24 14:50:36,13.23,18.0
27-11-2023 23.33,27-11-2023 23.44,2023-11-27 23:55:28,10.74,28.0
30-03-2023 0.10,30-03-2023 0.10,2023-03-30 00:25:58.600000000,15.91,28.0
11-08-2023 03.34,11-08-2023 03.59,2023-08-11 04:04:25,25.71,39.0
13-08-2023 14.01,13-08-2023 14.30,2023-08-13 14:33:48,,42.0
30-03-2023 21.09,30-03-2023 21.10,2023-03-30 21:21:51.000000000,11.0,44.0
09-05-2023 05.15,09-05-2023 05.27,2023-05-09 05:41:16,12.55,16.0
30-03-2023 16.45,30-03-2023 16.55,2023-03-30 17:05:21.800000000,10.23,27.0
25-07-2023 23.58,26-07-2023 00.33,2023-07-26 00:47:22,34.75,57.0
06-08-2023 03.58,06-08-2023 04.15,2023-08-06 04:37:54,17.78,21.0
30-03-2023 8.42,30-03-2023 8.48,2023-03-30 09:03:36.800000000,14.83,47.0
25-01-2024 18.11,25-01-2024 18.37,2024-01-25 18:52:01,25.92,49.0
,30-03-2023 18.34,2023-03-30 18:36:13.200000000,1.82,30.0
2023/12/09 21:26:09,09-12-2023 21.43,2023-12-09 21:56:36,17.27,23.0
18-07-2023 16.13,18-07-2023 16.46,2023-07-18 17:03:16,33.45,38.0
19-03-2024 17.34,19-03-2024 17.57,2024-03-19 18:02:48,23.28,25.0
2023/11/16 23:30:30,2023-11-16 23:49,2023-11-17 00:06:50,19.02,32.0
2023/05/21 04:54:41,21-05-2023 05.31,2023-05-21 05:40:43,36.81,64.0
07-02-2024 02.42,07-02-2024 03.09,2024-02-07 03:18:26,27.07,27.0
11-01-2024 03.13,11-01-2024 03.28,2024-01-11 03:41:19,15.26,27.0
25-05-2023 01.03,25-05-2023 01.18,2023-05-25 01:34:16,15.03,23.0
11-11-2023 15.26,11-11-2023 15.42,2023-11-11 15:53:29,16.04,29.0
02-10-2023 23.24,02-10-2023 23.53,2023-10-03 00:07:36,28.13,43.0
30-03-2023 22.00,30-03-2023 22.10,2023-03-30 22:17:46.000000000,7.6,12.0
28-10-2023 01.38,28-10-2023 01.56,2023-10-28 02:04:57,18.43,36.0
11-01-2024 13.13,11-01-2024 13.32,2024-01-11 13:38:06,18.94,15.0
2023/12/16 17:15:26,16-12-2023 17.28,2023-12-16 17:35:02,13.53,32.0
06-10-2023 15.05,06-10-2023 15.36,2023-10-06 15:49:49,31.82,39.0
20-04-2023 06.53,20-04-2023 07.17,2023-04-20 07:26:18,23.63,40.0
31-07-2023 00.10,31-07-2023 00.40,2023-07-31 00:56:21,29.85,49.0
30-03-2023 12.33,30-03-2023 12.33,2023-03-30 12:37:31.000000000,4.4,40.0
09-12-2023 12.21,09-12-2023 12.27,2023-12-09 12:33:22,5.9,17.0
13-02-2024 14.12,13-02-2024 14.34,2024-02-13 14:36:37,22.4,26.0
2023/05/09 09:16:50,09-05-2023 09.33,2023-05-09 09:48:44,16.72,20.0
30-03-2023 17.34,30-03-2023 17.40,2023-03-30 17:58:08.000000000,17.25,16.0
02-01-2024 02.49,02-01-2024 03.11,2024-01-02 03:13:55,21.96,
30-03-2023 3.02,30-03-2023 3.05,2023-03-30 03:17:49.800000000,12.58,45.0
30-03-2023 5.34,30-03-2023 5.37,2023-03-30 05:38:38.400000000,1.34,50.0
03-09-2023 21.00,03-09-2023 21.28,2023-09-03 21:35:03,27.94,40.0
20-07-2023 14.16,20-07-2023 14.40,2023-07-20 14:53:08,23.86,28.0
08-04-2023 13.41,08-04-2023 14.06,2023-04-08 14:18:50,24.58,36.0
23-01-2024 11.47,23-01-2024 12.12,23-01-2024 12:26:15.536832,24.47,23.0
10-09-2023 15.42,10-09-2023 16.16,2023-09-10 16:22:00,33.36,46.0
21-01-2024 06.57,21-01-2024 07.31,2024-01-21 07:34:15,33.96,54.0
20-03-2024 10.32,20-03-2024 10.49,2024-03-20 11:00:44,16.96,20.0
15-04-2023 11.22,15-04-2023 11.37,2023-04-15 11:45:47,14.74,23.0
02-07-2023 23.23,02-07-2023 23.45,2023-07-02 23:48:27,22.89,27.0
21-03-2024 16.46,21-03-2024 17.21,2024-03-21 17:28:25,34.92,134.0
30-03-2023 0.10,30-03-2023 0.16,2023-03-30 00:25:53.200000000,9.82,28.0
