arrival_time,start_time,finish_time,wait_time,queue_length
19-07-2024 11.40,19-07-2024 12.05,2024-07-19 12:16:51,25.39,29.0
24-05-2024 10.20,24-05-2024 10.59,2024-05-24 11:08:50,39.16,44.0
2024/08/23 10:29:00,23-08-2024 10.31,2024-08-23 10:37:27,2.72,32.0
19-06-2024 14.09,19-06-2024 14.32,2024-06-19 14:33:37,23.62,36.0
27-06-2024 14.52,27-06-2024 15.14,2024-06-27 15:29:01,22.17,26.0
11-09-2024 13.05,11-09-2024 13.36,2024-09-11 13:42:20,,36.0
2023/02/07 09:39:00,07-02-2023 09.48,2023-02-07 10:00:16,9.99,10.0
13-09-2023 10.28,13-09-2023 10.43,2023-09-13 10:59:38,15.49,32.0
28-01-2023 13.00,28-01-2023 13.01,2023-01-28 13:02:00,1.0,23.0
31-10-2024 14.39,31-10-2024 14.57,2024-10-31 15:12:43,17.76,28.0
16-11-2024 10.39,16-11-2024 10.47,2024-11-16 10:57:32,8.06,32.0
2024/11/05 13:21:00,05-11-2024 13.51,2024-11-05 14:00:18,30.17,33.0
2023/08/07 10:30:00,07-08-2023 10.50,2023-08-07 11:02:43,20.05,20.0
,02-12-2024 12.36,2024-12-02 12:46:56,35.64,45.0
13-09-2023 09.14,13-09-2023 09.34,2023-09-13 09:46:12,20.14,34.0
30-10-2024 11.54,30-10-2024 12.11,2024-10-30 12:23:48,17.26,25.0
17-02-2024 12.43,17-02-2024 12.50,2024-02-17 12:58:39,7.32,40.0
14-11-2024 10.37,14-11-2024 11.09,2024-11-14 11:24:50,32.41,50.0
25-07-2024 10.59,25-07-2024 11.14,2024-07-25 11:26:02,15.82,37.0
28-02-2024 10.05,28-02-2024 10.23,2024-02-28 10:43:25,18.57,0.0
23-05-2023 12.21,23-05-2023 12.41,2023-05-23 12:50:51,20.66,33.0
2024/08/17 13:00:00,17-08-2024 13.01,2024-08-17 13:02:00,1.0,17.0
24-07-2023 09.09,24-07-2023 09.31,2023-07-24 09:43:06,22.18,39.0
28-03-2024 14.58,28-03-2024 15.12,2024-03-28 15:27:20,13.6,0.0
11-02-2023 13.00,11-02-2023 13.01,2023-02-11 13:02:00,1.0,17.0
02-05-2023 12.57,02-05-2023 13.11,2023-05-02 13:21:15,14.45,33.0
,08-01-2024 10.22,2024-01-08 10:32:54,23.4,45.0
16-02-2023 15.02,16-02-2023 15.33,2023-02-16 15:34:49,31.01,42.0
05-09-2023 11.26,05-09-2023 11.58,2023-09-05 12:10:16,32.48,39.0
24-01-2023 14.30,24-01-2023 14.57,2023-01-24 15:07:13,27.28,44.0
20-09-2024 15.33,20-09-2024 15.44,2024-09-20 15:45:00,11.0,25.0
2024/04/12 14:16:00,12-04-2024 14.25,2024-04-12 14:34:41,9.59,17.0
2023/11/27 09:13:00,27-11-2023 09.45,2023-11-27 09:53:22,32.03,191.0
16-08-2023 10.40,16-08-2023 11.02,2023-08-16 11:13:28,22.98,31.0
25-02-2023 12.31,25-02-2023 12.59,2023-02-25 13:00:00,28.0,44.0
25-01-2024 15.23,25-01-2024 15.38,2024-01-25 15:45:00,15.86,22.0
05-04-2023 12.13,05-04-2023 12.33,2023-04-05 12:50:55,20.02,16.0
2024/06/14 10:59:00,14-06-2024 11.20,2024-06-14 11:28:20,21.44,125.0
2024/11/15 13:44:00,15-11-2024 14.13,2024-11-15 14:26:39,29.64,26.0
08-04-2023 11.36,08-04-2023 12.10,2023-04-08 12:28:39,34.69,45.0
26-04-2024 10.13,26-04-2024 10.42,2024-04-26 10:57:35,29.48,38.0
27-01-2023 15.03,27-01-2023 15.29,2023-01-27 15:40:56,26.27,39.0
03-08-2023 14.22,03-08-2023 14.32,2023-08-03 14:43:36,10.11,17.0
2023/07/12 09:42:00,12-07-2023 10.02,2023-07-12 10:14:15,20.39,34.0
21-09-2024 10.06,21-09-2024 10.25,2024-09-21 10:35:07,19.58,21.0
02-12-2024 14.29,02-12-2024 14.58,2024-12-02 15:08:46,29.01,39.0
13-03-2023 14.38,13-03-2023 14.53,2023-03-13 15:09:26,15.23,25.0
03-10-2023 14.52,03-10-2023 15.14,2023-10-03 15:26:21,21.83,41.0
14-09-2024 12.14,14-09-2024 12.32,2024-09-14 12:39:46,18.37,23.0
2023/02/25 09:00:00,25-02-2023 09.24,2023-02-25 09:33:59,24.62,28.0
19-09-2024 13.09,19-09-2024 13.27,2024-09-19 13:37:16,18.98,45.0
27-12-2023 11.39,27-12-2023 11.56,2023-12-27 12:05:01,17.2,29.0
09-03-2023 12.40,09-03-2023 13.04,2023-03-09 13:13:09,24.42,36.0
21-06-2024 09.11,21-06-2024 09.28,2024-06-21 09:33:59,17.37,6.0
16-08-2023 11.05,16-08-2023 11.29,2023-08-16 11:45:30,23.67,34.0
05-07-2023 10.10,05-07-2023 10.49,2023-07-05 11:02:50,39.15,36.0
09-10-2023 13.52,09-10-2023 14.15,2023-10-09 14:26:15,23.13,36.0
09-05-2024 14.29,09-05-2024 15.44,2024-05-09 15:45:00,75.0,48.0
,02-03-2024 11.40,2024-03-02 11:52:29,86.45,33.0
2023/05/17 09:22:00,17-05-2023 09.38,2023-05-17 09:51:40,16.3,36.0
26-09-2024 15.07,26-09-2024 15.32,2024-09-26 15:42:30,25.87,36.0
2024/02/28 09:39:00,28-02-2024 09.47,2024-02-28 09:56:48,8.22,15.0
11-08-2023 15.12,11-08-2023 15.44,2023-08-11 15:45:00,32.0,41.0
10-11-2023 12.44,10-11-2023 12.57,2023-11-10 12:59:49,13.56,32.0
27-11-2024 12.56,27-11-2024 13.20,2024-11-27 13:21:34,24.15,21.0
03-11-2023 13.57,03-11-2023 14.05,2023-11-03 14:20:14,8.92,20.0
18-05-2023 15.18,18-05-2023 15.44,2023-05-18 15:45:00,26.0,27.0
06-01-2024 09.25,06-01-2024 09.47,2024-01-06 10:01:37,22.94,35.0
16-07-2024 12.43,16-07-2024 12.55,2024-07-16 13:08:19,12.39,40.0
22-10-2024 11.52,22-10-2024 12.07,2024-10-22 12:16:27,15.14,29.0
16-09-2023 13.00,16-09-2023 13.01,2023-09-16 13:02:00,1.0,44.0
2024/02/14 13:19:00,14-02-2024 13.35,2024-02-14 13:45:41,15.78,14.0
06-07-2023 13.06,06-07-2023 13.37,2023-07-06 13:51:33,31.45,36.0
2023/01/12 10:18:00,12-01-2023 10.43,2023-01-12 10:51:35,25.35,40.0
2023/09/11 12:34:00,11-09-2023 12.40,2023-09-11 12:47:23,6.43,40.0
2023/08/17 11:17:00,17-08-2023 11.38,2023-08-17 12:00:31,21.77,34.0
08-11-2023 14.13,08-11-2023 14.29,2023-11-08 14:45:26,16.13,17.0
03-05-2023 11.35,03-05-2023 11.53,2023-05-03 12:03:07,18.02,38.0
26-07-2024 10.42,26-07-2024 10.49,2024-07-26 11:01:52,7.5,32.0
29-07-2023 9.55,29-07-2023 10.24,2023-07-29 10:35:41,29.32,38.0
23-10-2024 13.06,23-10-2024 13.23,2024-10-23 13:34:28,17.17,45.0
06-04-2023 14.44,06-04-2023 14.58,2023-04-06 15:09:16,14.85,27.0
17-02-2023 12.38,17-02-2023 12.40,2023-02-17 12:54:47,2.4,40.0
01-08-2024 14.12,01-08-2024 14.25,2024-08-01 14:39:57,13.64,18.0
31-01-2023 11.21,31-01-2023 11.47,2023-01-31 11:58:01,26.83,32.0
21-02-2024 10.55,21-02-2024 11.22,2024-02-21 11:36:51,27.65,37.0
2024/09/03 10:15:00,03-09-2024 10.37,2024-09-03 10:41:38,22.46,22.0
31-03-2023 10.37,31-03-2023 11.02,2023-03-31 11:11:46,25.13,58.0
08-09-2023 12.12,08-09-2023 12.41,2023-09-08 12:56:23,29.88,43.0
29-09-2023 09.36,29-09-2023 09.52,2023-09-29 09:57:44,16.25,169.0
28-05-2024 14.27,28-05-2024 14.47,2024-05-28 14:53:12,20.59,23.0
11-12-2023 11.59,11-12-2023 12.29,2023-12-11 12:48:58,30.73,22.0
11-08-2023 12.19,11-08-2023 12.43,2023-08-11 12:54:10,24.66,59.0
,13-01-2024 09.52,2024-01-13 10:05:04,8.41,17.0
27-09-2023 10.24,27-09-2023 10.38,2023-09-27 10:47:28,14.5,18.0
09-04-2024 14.32,09-04-2024 14.52,2024-04-09 14:59:54,20.18,37.0
13-08-2024 15.34,13-08-2024 15.44,2024-08-13 15:45:00,9.67,38.0
28-03-2024 12.38,28-03-2024 12.55,2024-03-28 13:06:53,17.52,11.0
,27-08-2024 14.11,2024-08-27 14:23:19,7.88,17.0
12-06-2024 14.33,12-06-2024 14.49,2024-06-12 14:59:48,16.87,42.0
05-02-2024 10.09,05-02-2024 10.50,2024-02-05 11:00:29,41.45,57.0
04-06-2024 13.46,04-06-2024 14.09,2024-06-04 14:17:47,23.31,25.0
19-05-2023 15.33,19-05-2023 15.38,2023-05-19 15:45:00,5.13,
23-05-2024 11.44,23-05-2024 12.12,2024-05-23 12:21:16,28.26,25.0
01-07-2023 09.51,01-07-2023 10.22,2023-07-01 10:34:47,31.26,46.0
26-09-2023 09.57,26-09-2023 10.14,2023-09-26 10:31:41,16.95,47.0
2024/02/16 11:59:00,16-02-2024 12.27,2024-02-16 12:40:06,28.41,56.0
13-10-2023 11.44,13-10-2023 12.10,2023-10-13 12:25:51,26.17,14.0
12-04-2024 12.37,12-04-2024 13.03,2024-04-12 13:28:25,26.06,40.0
01-03-2024 12.31,01-03-2024 12.55,2024-03-01 13:08:01,24.98,39.0
2023/05/04 11:07:00,04-05-2023 11.33,2023-05-04 11:41:34,26.85,38.0
2024/10/23 12:32:00,23-10-2024 13.15,2024-10-23 13:27:05,43.45,57.0
19-12-2023 15.45,19-12-2023 15.46,2023-12-19 15:47:00,1.0,28.0
01-05-2023 11.04,01-05-2023 11.31,2023-05-01 11:34:33,27.41,33.0
24-09-2024 09.53,24-09-2024 10.18,2024-09-24 10:34:22,25.41,30.0
07-01-2023 13.00,07-01-2023 13.01,2023-01-07 13:02:00,1.0,37.0
07-08-2023 14.27,07-08-2023 14.48,2023-08-07 15:00:36,22.0,27.0
11-10-2023 13.57,11-10-2023 14.15,2023-10-11 14:22:06,18.48,20.0
2023/01/06 11:18:00,06-01-2023 11.42,2023-01-06 11:52:47,24.67,34.0
2023/09/23 11:27:00,23-09-2023 11.49,2023-09-23 12:00:02,22.52,32.0
20-03-2023 13.23,20-03-2023 13.39,2023-03-20 13:50:29,16.12,17.0
2023/03/14 15:16:00,14-03-2023 15.43,2023-03-14 15:45:00,27.72,44.0
25-08-2023 11.54,25-08-2023 12.19,2023-08-25 12:32:39,25.64,45.0
27-03-2023 10.55,27-03-2023 11.24,2023-03-27 11:30:38,29.79,205.0
2024/09/20 12:34:00,20-09-2024 12.45,2024-09-20 12:58:19,11.61,40.0
29-05-2023 10.50,29-05-2023 11.03,2023-05-29 11:18:23,13.07,33.0
26-10-2024 13.00,26-10-2024 13.01,2024-10-26 13:02:00,1.0,40.0
18-09-2023 15.04,18-09-2023 15.10,2023-09-18 15:25:11,6.71,7.0
06-11-2023 14.33,06-11-2023 14.51,2023-11-06 15:00:21,18.57,27.0
,29-04-2024 11.11,2024-04-29 11:23:30,13.01,33.0
20-12-2023 11.40,20-12-2023 12.01,2023-12-20 12:02:52,21.87,30.0
07-02-2024 14.06,07-02-2024 14.29,2024-02-07 14:41:22,23.11,15.0
28-03-2024 12.03,28-03-2024 12.33,2024-03-28 12:54:22,,26.0
02-09-2024 14.59,02-09-2024 15.19,2024-09-02 15:30:55,20.72,8.0
18-09-2023 10.09,18-09-2023 10.26,2023-09-18 10:38:51,17.08,26.0
12-06-2024 14.54,12-06-2024 15.16,2024-06-12 15:26:40,22.42,52.0
24-08-2024 10.11,24-08-2024 10.25,2024-08-24 10:43:10,14.77,
21-01-2023 11.01,21-01-2023 11.15,2023-01-21 11:25:51,14.62,37.0
19-01-2023 11.36,19-01-2023 12.05,2023-01-19 12:17:43,29.45,59.0
27-06-2024 12.29,27-06-2024 12.33,2024-06-27 12:41:00,4.79,40.0
25-03-2023 13.00,25-03-2023 13.01,2023-03-25 13:02:00,1.0,31.0
2023/04/26 15:41:00,26-04-2023 15.44,2023-04-26 15:45:00,3.0,25.0
08-04-2024 10.25,08-04-2024 10.52,2024-04-08 11:05:18,27.39,29.0
30-07-2024 12.16,30-07-2024 12.22,2024-07-30 12:31:53,6.7,17.0
13-05-2024 15.45,13-05-2024 15.46,2024-05-13 15:47:00,1.0,0.0
03-02-2023 11.42,03-02-2023 12.10,2023-02-03 12:24:11,28.78,35.0
25-04-2024 13.20,25-04-2024 14.31,2024-04-25 14:40:26,70.89,20.0
28-04-2023 13.40,28-04-2023 13.57,2023-04-28 14:09:39,17.13,32.0
29-05-2023 9.10,29-05-2023 09.37,2023-05-29 09:43:46,27.78,55.0
2024/03/13 14:41:00,13-03-2024 15.02,2024-03-13 15:11:00,21.4,36.0
14-04-2023 12.55,14-04-2023 13.30,2023-04-14 13:36:05,35.32,36.0
2024/03/14 15:43:00,14-03-2024 15.44,2024-03-14 15:45:00,1.0,51.0
23-09-2023 10.16,23-09-2023 10.18,2023-09-23 10:26:52,2.93,32.0
2023/08/24 11:55:00,24-08-2023 12.20,2023-08-24 12:27:55,25.04,41.0
2024/09/21 13:00:00,21-09-2024 13.01,2024-09-21 13:02:00,1.0,27.0
15-07-2023 11.52,15-07-2023 12.19,2023-07-15 12:35:15,27.07,36.0
25-05-2023 09.54,25-05-2023 10.06,2023-05-25 10:09:19,12.01,24.0
06-06-2023 10.26,06-06-2023 10.52,2023-06-06 10:54:07,26.31,62.0
13-01-2024 10.29,13-01-2024 10.49,2024-01-13 10:59:35,200.0,47.0
10-02-2024 12.36,10-02-2024 12.55,2024-02-10 13:00:00,19.49,16.0
27-06-2024 15.17,27-06-2024 15.27,2024-06-27 15:43:28,,4.0
2023/07/15 10:26:00,15-07-2023 11.00,2023-07-15 11:13:21,34.54,36.0
27-05-2024 15.45,27-05-2024 15.46,2024-05-27 15:47:00,1.0,50.0
24-01-2024 9.09,24-01-2024 09.30,2024-01-24 09:45:35,21.69,
30-06-2023 12.47,30-06-2023 13.08,2023-06-30 13:34:04,21.88,40.0
28-12-2023 10.22,28-12-2023 10.42,2023-12-28 10:51:51,20.07,28.0
11-01-2024 10.41,11-01-2024 11.40,2024-01-11 11:55:42,59.26,32.0
18-08-2023 13.04,18-08-2023 13.30,2023-08-18 13:42:40,26.38,36.0
16-11-2023 09.57,16-11-2023 10.18,2023-11-16 10:29:59,21.75,23.0
22-07-2024 10.49,22-07-2024 11.18,2024-07-22 11:23:34,29.34,45.0
13-10-2023 09.40,13-10-2023 10.04,2023-10-13 10:11:10,24.96,31.0
02-11-2023 13.05,02-11-2023 13.20,2023-11-02 13:32:53,15.45,32.0
03-11-2023 15.10,03-11-2023 15.23,2023-11-03 15:32:02,13.02,8.0
15-04-2023 12.17,15-04-2023 12.23,2023-04-15 12:33:14,6.07,17.0
2023/08/01 09:39:00,01-08-2023 09.47,2023-08-01 09:57:28,8.83,10.0
2024/05/29 09:16:00,29-05-2024 09.42,2024-05-29 09:50:20,26.14,21.0
07-08-2023 12.53,07-08-2023 13.16,2023-08-07 13:28:09,23.49,45.0
09-11-2024 12.51,09-11-2024 12.59,2024-11-09 13:00:00,8.0,13.0
18-10-2024 09.24,18-10-2024 09.46,2024-10-18 09:59:00,22.67,35.0
15-07-2024 09.10,15-07-2024 09.36,2024-07-15 09:46:05,26.49,37.0
01-08-2024 14.20,01-08-2024 14.31,2024-08-01 14:41:07,11.72,20.0
18-11-2024 14.57,18-11-2024 15.08,2024-11-18 15:15:59,11.46,19.0
28-05-2024 12.35,28-05-2024 12.47,2024-05-28 13:00:13,12.13,40.0
22-11-2024 15.42,22-11-2024 15.44,2024-11-22 15:45:00,,15.0
25-10-2024 10.07,25-10-2024 10.26,2024-10-25 10:27:52,19.88,34.0
03-06-2023 11.29,03-06-2023 11.41,2023-06-03 11:48:32,12.17,23.0
09-03-2023 11.39,09-03-2023 11.58,2023-03-09 12:12:26,19.78,21.0
26-01-2024 14.32,26-01-2024 14.45,2024-01-26 14:57:04,13.95,38.0
31-10-2023 13.35,31-10-2023 14.03,2023-10-31 14:11:59,28.46,25.0
27-04-2024 13.00,27-04-2024 13.01,2024-04-27 13:02:00,1.0,17.0
10-01-2024 11.44,10-01-2024 12.00,2024-01-10 12:09:39,16.25,28.0
12-06-2024 11.56,12-06-2024 12.23,2024-06-12 12:36:43,27.04,56.0
2023/01/18 12:35:00,18-01-2023 13.07,2023-01-18 13:21:51,32.58,44.0
02-12-2023 13.00,02-12-2023 13.01,2023-12-02 13:02:00,1.0,17.0
2023/09/08 11:21:00,08-09-2023 11.48,2023-09-08 11:54:10,27.69,38.0
27-09-2023 12.47,27-09-2023 13.19,2023-09-27 13:31:09,32.75,44.0
30-09-2024 11.09,30-09-2024 11.30,2024-09-30 11:47:48,21.37,40.0
04-01-2024 09.24,04-01-2024 09.45,2024-01-04 09:53:24,20.45,40.0
12-04-2024 10.09,12-04-2024 10.28,2024-04-12 10:37:00,19.67,23.0
27-02-2023 14.05,27-02-2023 14.17,2023-02-27 14:29:33,12.87,25.0
2024/07/08 12:43:00,08-07-2024 13.10,2024-07-08 13:20:05,26.5,26.0
23-03-2023 10.13,23-03-2023 10.22,2023-03-23 10:30:51,9.12,5.0
24-02-2023 11.46,24-02-2023 12.11,2023-02-24 12:17:37,25.66,29.0
14-04-2023 12.04,14-04-2023 12.34,2023-04-14 12:43:56,30.53,31.0
22-07-2024 11.56,22-07-2024 12.18,2024-07-22 12:25:02,22.72,28.0
04-11-2023 13.00,04-11-2023 13.01,2023-11-04 13:02:00,1.0,25.0
15-08-2024 10.17,15-08-2024 10.22,2024-08-15 10:32:57,5.38,5.0
,03-08-2024 10.58,2024-08-03 11:24:14,21.65,40.0
21-05-2024 11.59,21-05-2024 12.14,2024-05-21 12:25:09,15.29,25.0
20-02-2024 15.41,20-02-2024 15.42,2024-02-20 15:43:00,1.0,25.0
27-01-2023 13.48,27-01-2023 14.16,2023-01-27 14:26:15,28.34,49.0
18-12-2023 09.40,18-12-2023 09.41,2023-12-18 09:48:38,1.0,10.0
2023/07/17 10:18:00,17-07-2023 10.24,2023-07-17 10:37:57,,32.0
08-07-2024 13.04,08-07-2024 13.26,2024-07-08 13:37:25,21.64,27.0
03-10-2023 13.20,03-10-2023 13.49,2023-10-03 14:00:16,29.68,35.0
15-09-2023 13.56,15-09-2023 14.12,2023-09-15 14:25:31,16.7,29.0
28-08-2024 10.26,28-08-2024 10.50,2024-08-28 11:01:28,24.6,30.0
30-01-2024 11.39,30-01-2024 11.55,2024-01-30 12:09:18,16.24,32.0
28-02-2023 11.54,28-02-2023 12.17,2023-02-28 12:34:39,23.16,33.0
01-04-2024 09.56,01-04-2024 10.08,2024-04-01 10:22:45,11.81,17.0
03-07-2024 10.34,03-07-2024 11.05,2024-07-03 11:13:58,31.5,33.0
08-03-2024 11.02,08-03-2024 11.21,2024-03-08 11:32:23,19.41,24.0
01-04-2024 12.00,01-04-2024 12.24,2024-04-01 12:33:56,24.09,23.0
28-04-2023 10.35,28-04-2023 10.45,2023-04-28 10:53:52,10.19,32.0
02-01-2024 12.43,02-01-2024 13.02,2024-01-02 13:19:11,19.52,
08-02-2023 09.20,08-02-2023 09.41,2023-02-08 09:52:34,,26.0
29-07-2023 13.00,29-07-2023 13.01,2023-07-29 13:02:00,1.0,27.0
2023/03/27 14:05:00,27-03-2023 14.48,2023-03-27 15:00:21,43.65,71.0
19-11-2024 12.38,19-11-2024 12.48,2024-11-19 13:00:49,11.0,40.0
14-07-2023 12.35,14-07-2023 12.37,2023-07-14 12:41:42,2.59,40.0
23-01-2024 12.33,23-01-2024 12.36,2024-01-23 12:47:03,3.46,40.0
15-08-2023 14.28,15-08-2023 14.44,2023-08-15 14:58:31,16.87,54.0
20-03-2023 12.48,20-03-2023 13.09,2023-03-20 13:19:51,21.1,19.0
15-03-2024 10.36,15-03-2024 10.50,2024-03-15 10:58:59,14.2,19.0
13-05-2024 11.37,13-05-2024 11.44,2024-05-13 12:10:47,7.91,19.0
06-02-2024 15.23,06-02-2024 15.44,2024-02-06 15:45:00,21.26,20.0
19-07-2024 14.04,19-07-2024 14.14,2024-07-19 14:25:51,10.84,17.0
2023/06/12 11:28:00,12-06-2023 11.58,2023-06-12 12:16:47,30.31,45.0
17-04-2024 10.31,17-04-2024 10.52,2024-04-17 11:04:12,21.16,47.0
20-11-2024 09.24,20-11-2024 09.49,2024-11-20 10:13:08,25.75,30.0
18-03-2023 12.46,18-03-2023 12.52,2023-03-18 13:00:00,6.19,32.0
2024/05/16 09:18:00,16-05-2024 09.45,2024-05-16 09:46:40,27.62,47.0
13-03-2023 12.20,13-03-2023 12.38,2023-03-13 12:48:37,18.43,28.0
2023/11/02 09:49:00,02-11-2023 10.22,2023-11-02 10:32:29,33.1,52.0
2024/09/23 12:26:00,23-09-2024 12.44,2024-09-23 12:46:33,18.92,32.0
07-10-2024 13.53,07-10-2024 14.02,2024-10-07 14:14:39,9.25,25.0
02-10-2023 13.48,02-10-2023 14.04,2023-10-02 14:16:01,16.18,26.0
08-04-2024 12.23,08-04-2024 12.43,2024-04-08 12:55:11,20.54,18.0
03-01-2024 15.04,03-01-2024 15.34,2024-01-03 15:40:52,30.08,49.0
08-10-2024 13.03,08-10-2024 13.27,2024-10-08 13:39:01,24.02,41.0
2023/03/02 12:03:00,02-03-2023 12.29,2023-03-02 12:46:55,27.0,22.0
18-01-2023 10.56,18-01-2023 11.15,2023-01-18 11:24:47,19.84,42.0
06-05-2023 13.00,06-05-2023 13.01,2023-05-06 13:02:00,1.0,36.0
10-10-2023 09.27,10-10-2023 09.43,2023-10-10 09:53:45,16.63,34.0
27-06-2024 14.07,27-06-2024 14.28,2024-06-27 14:30:59,21.29,38.0
2024/01/30 11:57:00,30-01-2024 12.16,2024-01-30 12:27:00,19.02,32.0
10-03-2023 13.30,10-03-2023 13.43,2023-03-10 13:53:35,13.72,18.0
17-07-2024 12.17,17-07-2024 12.42,2024-07-17 12:47:00,25.26,52.0
2024/03/21 14:16:00,21-03-2024 14.24,2024-03-21 14:36:43,8.07,221.0
2024/02/01 13:01:00,01-02-2024 13.28,2024-02-01 13:43:24,27.6,36.0
15-01-2024 13.22,15-01-2024 13.50,2024-01-15 14:04:09,28.84,57.0
27-09-2023 13.34,27-09-2023 14.03,2023-09-27 14:13:02,29.25,36.0
03-01-2024 10.31,03-01-2024 10.59,2024-01-03 11:13:03,27.96,40.0
03-03-2023 10.30,03-03-2023 10.36,2023-03-03 10:41:55,6.65,
14-03-2024 11.54,14-03-2024 12.30,2024-03-14 12:36:20,36.35,48.0
25-10-2024 12.42,25-10-2024 13.03,2024-10-25 13:13:06,21.5,45.0
2024/06/11 15:39:00,11-06-2024 15.44,2024-06-11 15:45:00,5.0,48.0
10-10-2023 11.25,10-10-2023 11.40,2023-10-10 11:49:01,15.52,125.0
2024/01/02 12:25:00,02-01-2024 12.34,2024-01-02 12:45:21,9.24,40.0
2023/06/12 09:05:00,12-06-2023 09.29,2023-06-12 09:37:26,24.99,38.0
08-07-2023 13.00,08-07-2023 13.01,2023-07-08 13:02:00,1.0,43.0
19-11-2024 09.43,19-11-2024 10.05,2024-11-19 10:25:08,22.35,26.0
30-12-2023 12.43,30-12-2023 12.52,2023-12-30 12:58:43,9.1,40.0
19-05-2023 10.50,19-05-2023 11.08,2023-05-19 11:21:08,18.8,55.0
20-11-2024 13.42,20-11-2024 14.06,2024-11-20 14:25:37,24.65,43.0
25-01-2023 15.27,25-01-2023 15.44,2023-01-25 15:45:00,17.0,57.0
24-01-2024 13.52,24-01-2024 14.08,2024-01-24 14:21:49,16.95,27.0
27-08-2024 12.32,27-08-2024 13.00,2024-08-27 13:10:49,27.53,26.0
13-07-2023 12.08,13-07-2023 12.30,2023-07-13 12:43:00,22.74,47.0
26-02-2024 12.20,26-02-2024 12.31,2024-02-26 12:42:48,11.03,31.0
01-07-2023 13.00,01-07-2023 13.01,2023-07-01 13:02:00,,15.0
09-07-2024 11.45,09-07-2024 12.12,2024-07-09 12:25:34,27.73,32.0
2023/03/28 14:35:00,28-03-2023 14.52,2023-03-28 15:01:55,17.79,14.0
2024/11/22 13:45:00,22-11-2024 14.10,2024-11-22 14:20:18,25.83,51.0
22-11-2023 10.45,22-11-2023 10.54,2023-11-22 11:04:32,9.49,18.0
07-10-2024 10.44,07-10-2024 10.55,2024-10-07 11:05:54,11.63,14.0
20-09-2024 14.57,20-09-2024 15.25,2024-09-20 15:38:29,28.36,29.0
06-01-2024 13.00,06-01-2024 13.01,2024-01-06 13:02:00,1.0,28.0
02-03-2024 12.56,02-03-2024 12.59,2024-03-02 13:00:00,3.0,30.0
07-05-2024 13.34,07-05-2024 13.55,2024-05-07 14:05:24,21.9,17.0
2023/01/11 10:18:00,11-01-2023 11.46,2023-01-11 11:57:56,88.02,33.0
20-03-2023 12.50,20-03-2023 13.27,2023-03-20 13:37:47,37.79,49.0
08-06-2023 13.17,08-06-2023 13.26,2023-06-08 13:33:09,9.98,20.0
2024/05/27 09:55:00,27-05-2024 10.31,2024-05-27 10:41:26,36.31,57.0
11-09-2023 11.57,11-09-2023 12.16,2023-09-11 12:25:08,19.88,60.0
02-05-2024 09.12,02-05-2024 09.45,2024-05-02 09:57:43,33.83,45.0
2023/12/28 11:56:00,28-12-2023 12.11,2023-12-28 12:15:58,15.05,27.0
21-08-2023 10.30,21-08-2023 11.09,2023-08-21 11:19:18,39.29,33.0
16-04-2024 12.09,16-04-2024 12.29,2024-04-16 12:38:41,20.44,28.0
16-07-2024 12.38,16-07-2024 12.59,2024-07-16 13:11:37,21.78,34.0
2024/09/27 11:51:00,27-09-2024 12.08,2024-09-27 12:14:43,17.75,28.0
12-06-2023 09.05,12-06-2023 09.28,2023-06-12 09:34:30,23.65,20.0
24-10-2024 14.38,24-10-2024 14.51,2024-10-24 15:01:03,13.78,30.0
21-11-2024 12.30,21-11-2024 12.34,2024-11-21 12:39:45,4.97,40.0
20-10-2023 13.04,20-10-2023 13.20,2023-10-20 13:28:12,16.52,32.0
20-12-2023 10.40,20-12-2023 10.52,2023-12-20 11:05:01,12.99,24.0
27-02-2024 11.14,27-02-2024 11.35,2024-02-27 11:51:29,21.42,40.0
03-02-2024 12.57,03-02-2024 12.59,2024-02-03 13:00:00,2.0,3.0
08-09-2023 13.28,08-09-2023 13.50,2023-09-08 13:55:17,22.97,48.0
26-04-2024 09.24,26-04-2024 09.53,2024-04-26 09:55:26,29.87,55.0
13-03-2023 11.36,13-03-2023 12.10,2023-03-13 12:17:41,34.45,57.0
04-03-2024 14.49,04-03-2024 15.08,2024-03-04 15:20:52,19.6,26.0
22-06-2024 13.00,22-06-2024 13.01,2024-06-22 13:02:00,1.0,35.0
20-03-2023 14.18,20-03-2023 14.36,2023-03-20 14:45:04,18.6,45.0
2024/08/13 09:52:00,13-08-2024 10.17,2024-08-13 10:20:18,25.19,42.0
2023/04/28 09:00:00,28-04-2023 09.28,2023-04-28 09:42:16,28.84,40.0
18-02-2023 13.00,18-02-2023 13.01,2023-02-18 13:02:00,1.0,43.0
09-12-2023 09.27,09-12-2023 09.44,2023-12-09 09:56:32,17.06,20.0
10-08-2023 14.05,10-08-2023 14.32,2023-08-10 14:45:54,26.21,30.0
07-08-2024 14.43,07-08-2024 15.01,2024-08-07 15:13:03,18.98,26.0
16-12-2023 11.59,16-12-2023 12.21,2023-12-16 12:33:45,22.34,33.0
2023/05/30 14:11:00,30-05-2023 14.38,2023-05-30 14:50:46,27.66,48.0
08-04-2024 12.35,08-04-2024 12.40,2024-04-08 12:46:30,5.39,40.0
30-04-2024 13.57,30-04-2024 14.15,2024-04-30 14:35:03,18.65,17.0
